model,learning_rate,epochs,hidden_dim,num_layers,dropout,train_loss,val_loss
graph_sage,0.001,200,32,2,0.0,0.004438288406365448,0.005296421398474305
graph_sage,0.001,200,32,2,0.1,0.005062043045957883,0.005274945608650694
graph_sage,0.001,200,32,2,0.2,0.005582134441162149,0.005265647105669502
graph_sage,0.001,200,32,2,0.5,0.006856311485171318,0.006030118617258329
graph_sage,0.001,200,32,3,0.0,0.004486619287894832,0.005330683987377527
graph_sage,0.001,200,32,3,0.1,0.005147556753622161,0.005404597361112207
graph_sage,0.001,200,32,3,0.2,0.006068812341739734,0.005306631541374696
graph_sage,0.001,200,32,3,0.5,0.007716104926334487,0.005953304620839206
graph_sage,0.001,200,32,4,0.0,0.004214293100974626,0.0057552470593909
graph_sage,0.001,200,32,4,0.1,0.005219510125203265,0.005906165857299595
graph_sage,0.001,200,32,4,0.2,0.005335849130319224,0.005405337881978856
graph_sage,0.001,200,32,4,0.5,0.0071564876370959814,0.006079379485612435
graph_sage,0.001,300,4,2,0.0,0.00665278653614223,0.007190812906614497
graph_sage,0.001,300,4,2,0.1,0.008454681539701091,0.007377634432282165
graph_sage,0.001,300,4,2,0.2,0.008930366155174044,0.0078032563071613
graph_sage,0.001,300,4,2,0.5,0.012613827735185624,0.009717426468457835
graph_sage,0.001,300,4,3,0.0,0.00622547608282831,0.006892700230515292
graph_sage,0.001,300,4,3,0.1,0.008001620477686325,0.006337133255818817
graph_sage,0.001,300,4,3,0.2,0.016951116981605688,0.01771125062638179
graph_sage,0.001,300,4,3,0.5,0.011437282504306898,0.008697548906180264
graph_sage,0.001,300,4,4,0.0,0.005987399837209119,0.006493261343285717
graph_sage,0.001,300,4,4,0.1,0.011196731299989753,0.009727649370444902
graph_sage,0.001,300,4,4,0.2,0.008866571945448716,0.007355972247328801
graph_sage,0.001,300,4,4,0.5,0.013744943506187863,0.009219876326242216
graph_sage,0.001,300,8,2,0.0,0.005671448881427447,0.006750681943203052
graph_sage,0.001,300,8,2,0.1,0.006570270678235425,0.006258064012986187
graph_sage,0.001,300,8,2,0.2,0.00767226821432511,0.006421147412352135
graph_sage,0.001,300,8,2,0.5,0.009220527898934152,0.007282504665329736
graph_sage,0.001,300,8,3,0.0,0.00470869205892086,0.00504920203113024
graph_sage,0.001,300,8,3,0.1,0.00686186860418982,0.006293898635894047
graph_sage,0.001,300,8,3,0.2,0.007480161994074782,0.006997750869486929
graph_sage,0.001,300,8,3,0.5,0.009623918164935377,0.007563384593715949
graph_sage,0.001,300,8,4,0.0,0.004900204028106398,0.005275505604609432
graph_sage,0.001,300,8,4,0.1,0.00677375691011548,0.005628057171008405
graph_sage,0.001,300,8,4,0.2,0.008024642585466306,0.007142705166422947
